path,tm_id,source,category_id,doc_id
glyph_crops_merged_by_tm/TM_60489/10938_5777_cat8__opencv.jpg,TM_60489,opencv,8,10938_5777
glyph_crops_merged_by_tm/TM_60489/10938_5841_cat120__opencv.jpg,TM_60489,opencv,120,10938_5841
glyph_crops_merged_by_tm/TM_60489/10938_6025_cat225__opencv.jpg,TM_60489,opencv,225,10938_6025
glyph_crops_merged_by_tm/TM_60489/10938_5981_cat201__opencv.jpg,TM_60489,opencv,201,10938_5981
glyph_crops_merged_by_tm/TM_60489/10938_5960_cat201__opencv.jpg,TM_60489,opencv,201,10938_5960
glyph_crops_merged_by_tm/TM_60489/10938_219_cat201__kornia.jpg,TM_60489,kornia,201,10938_219
glyph_crops_merged_by_tm/TM_60489/10938_5863_cat201__opencv.jpg,TM_60489,opencv,201,10938_5863
glyph_crops_merged_by_tm/TM_60489/10938_5866_cat150__opencv.jpg,TM_60489,opencv,150,10938_5866
glyph_crops_merged_by_tm/TM_60489/10938_5773_cat201__opencv.jpg,TM_60489,opencv,201,10938_5773
glyph_crops_merged_by_tm/TM_60489/10938_5771_cat8__opencv.jpg,TM_60489,opencv,8,10938_5771
glyph_crops_merged_by_tm/TM_60489/10938_69_cat177__kornia.jpg,TM_60489,kornia,177,10938_69
glyph_crops_merged_by_tm/TM_60489/10938_300_cat23__kornia.jpg,TM_60489,kornia,23,10938_300
glyph_crops_merged_by_tm/TM_60489/10938_6104_cat100__opencv.jpg,TM_60489,opencv,100,10938_6104
glyph_crops_merged_by_tm/TM_60489/10938_5847_cat23__opencv.jpg,TM_60489,opencv,23,10938_5847
glyph_crops_merged_by_tm/TM_60489/10938_6075_cat119__opencv.jpg,TM_60489,opencv,119,10938_6075
glyph_crops_merged_by_tm/TM_60489/10988_0_cat8__kornia.jpg,TM_60489,kornia,8,10988_0
glyph_crops_merged_by_tm/TM_60489/10938_113_cat150__kornia.jpg,TM_60489,kornia,150,10938_113
glyph_crops_merged_by_tm/TM_60489/10938_177_cat8__kornia.jpg,TM_60489,kornia,8,10938_177
glyph_crops_merged_by_tm/TM_60489/10938_6067_cat45__opencv.jpg,TM_60489,opencv,45,10938_6067
glyph_crops_merged_by_tm/TM_60489/10938_22_cat107__kornia.jpg,TM_60489,kornia,107,10938_22
glyph_crops_merged_by_tm/TM_60489/10938_299_cat201__kornia.jpg,TM_60489,kornia,201,10938_299
glyph_crops_merged_by_tm/TM_60489/10938_174_cat119__kornia.jpg,TM_60489,kornia,119,10938_174
glyph_crops_merged_by_tm/TM_60489/10938_79_cat23__kornia.jpg,TM_60489,kornia,23,10938_79
glyph_crops_merged_by_tm/TM_60489/10988_6160_cat8__opencv.jpg,TM_60489,opencv,8,10988_6160
glyph_crops_merged_by_tm/TM_60489/10938_5809_cat8__opencv.jpg,TM_60489,opencv,8,10938_5809
glyph_crops_merged_by_tm/TM_60489/10938_5988_cat33__opencv.jpg,TM_60489,opencv,33,10938_5988
glyph_crops_merged_by_tm/TM_60489/10938_109_cat23__kornia.jpg,TM_60489,kornia,23,10938_109
glyph_crops_merged_by_tm/TM_60489/10938_306_cat100__kornia.jpg,TM_60489,kornia,100,10938_306
glyph_crops_merged_by_tm/TM_60489/10938_107_cat120__kornia.jpg,TM_60489,kornia,120,10938_107
glyph_crops_merged_by_tm/TM_60489/10938_5915_cat7__opencv.jpg,TM_60489,opencv,7,10938_5915
glyph_crops_merged_by_tm/TM_60489/10938_5786_cat120__opencv.jpg,TM_60489,opencv,120,10938_5786
glyph_crops_merged_by_tm/TM_60489/10938_5813_cat225__opencv.jpg,TM_60489,opencv,225,10938_5813
glyph_crops_merged_by_tm/TM_60489/10938_291_cat107__kornia.jpg,TM_60489,kornia,107,10938_291
glyph_crops_merged_by_tm/TM_60489/10938_6116_cat14__opencv.jpg,TM_60489,opencv,14,10938_6116
glyph_crops_merged_by_tm/TM_60489/10938_250_cat212__kornia.jpg,TM_60489,kornia,212,10938_250
glyph_crops_merged_by_tm/TM_60489/10938_5796_cat119__opencv.jpg,TM_60489,opencv,119,10938_5796
glyph_crops_merged_by_tm/TM_60489/10938_5846_cat33__opencv.jpg,TM_60489,opencv,33,10938_5846
glyph_crops_merged_by_tm/TM_60489/10938_80_cat120__kornia.jpg,TM_60489,kornia,120,10938_80
glyph_crops_merged_by_tm/TM_60489/10938_5909_cat14__opencv.jpg,TM_60489,opencv,14,10938_5909
glyph_crops_merged_by_tm/TM_60489/10938_6053_cat8__opencv.jpg,TM_60489,opencv,8,10938_6053
glyph_crops_merged_by_tm/TM_60489/10938_234_cat59__kornia.jpg,TM_60489,kornia,59,10938_234
glyph_crops_merged_by_tm/TM_60489/10938_201_cat33__kornia.jpg,TM_60489,kornia,33,10938_201
glyph_crops_merged_by_tm/TM_60489/10938_223_cat186__kornia.jpg,TM_60489,kornia,186,10938_223
glyph_crops_merged_by_tm/TM_60489/10938_6106_cat120__opencv.jpg,TM_60489,opencv,120,10938_6106
glyph_crops_merged_by_tm/TM_60489/10938_49_cat59__kornia.jpg,TM_60489,kornia,59,10938_49
glyph_crops_merged_by_tm/TM_60489/10938_152_cat225__kornia.jpg,TM_60489,kornia,225,10938_152
glyph_crops_merged_by_tm/TM_60489/10938_5928_cat201__opencv.jpg,TM_60489,opencv,201,10938_5928
glyph_crops_merged_by_tm/TM_60489/10938_6133_cat212__opencv.jpg,TM_60489,opencv,212,10938_6133
glyph_crops_merged_by_tm/TM_60489/10938_325_cat119__kornia.jpg,TM_60489,kornia,119,10938_325
glyph_crops_merged_by_tm/TM_60489/10938_145_cat7__kornia.jpg,TM_60489,kornia,7,10938_145
glyph_crops_merged_by_tm/TM_60489/10938_5768_cat100__opencv.jpg,TM_60489,opencv,100,10938_5768
glyph_crops_merged_by_tm/TM_60489/10938_263_cat201__kornia.jpg,TM_60489,kornia,201,10938_263
glyph_crops_merged_by_tm/TM_60489/10938_6047_cat119__opencv.jpg,TM_60489,opencv,119,10938_6047
glyph_crops_merged_by_tm/TM_60489/10938_5908_cat119__opencv.jpg,TM_60489,opencv,119,10938_5908
glyph_crops_merged_by_tm/TM_60489/10938_28_cat119__kornia.jpg,TM_60489,kornia,119,10938_28
glyph_crops_merged_by_tm/TM_60489/10938_6125_cat225__opencv.jpg,TM_60489,opencv,225,10938_6125
glyph_crops_merged_by_tm/TM_60489/10938_181_cat45__kornia.jpg,TM_60489,kornia,45,10938_181
glyph_crops_merged_by_tm/TM_60489/10938_6124_cat119__opencv.jpg,TM_60489,opencv,119,10938_6124
glyph_crops_merged_by_tm/TM_60489/10938_5868_cat225__opencv.jpg,TM_60489,opencv,225,10938_5868
glyph_crops_merged_by_tm/TM_60489/10938_5902_cat45__opencv.jpg,TM_60489,opencv,45,10938_5902
glyph_crops_merged_by_tm/TM_60489/10938_2_cat119__kornia.jpg,TM_60489,kornia,119,10938_2
glyph_crops_merged_by_tm/TM_60489/10938_5955_cat201__opencv.jpg,TM_60489,opencv,201,10938_5955
glyph_crops_merged_by_tm/TM_60489/10938_214_cat23__kornia.jpg,TM_60489,kornia,23,10938_214
glyph_crops_merged_by_tm/TM_60489/10938_5774_cat225__opencv.jpg,TM_60489,opencv,225,10938_5774
glyph_crops_merged_by_tm/TM_60489/10938_5787_cat59__opencv.jpg,TM_60489,opencv,59,10938_5787
glyph_crops_merged_by_tm/TM_60489/10938_6018_cat225__opencv.jpg,TM_60489,opencv,225,10938_6018
glyph_crops_merged_by_tm/TM_60489/10938_244_cat23__kornia.jpg,TM_60489,kornia,23,10938_244
glyph_crops_merged_by_tm/TM_60489/10938_275_cat186__kornia.jpg,TM_60489,kornia,186,10938_275
glyph_crops_merged_by_tm/TM_60489/10938_5912_cat107__opencv.jpg,TM_60489,opencv,107,10938_5912
glyph_crops_merged_by_tm/TM_60489/10938_6068_cat212__opencv.jpg,TM_60489,opencv,212,10938_6068
glyph_crops_merged_by_tm/TM_60489/10938_94_cat7__kornia.jpg,TM_60489,kornia,7,10938_94
glyph_crops_merged_by_tm/TM_60489/10938_27_cat161__kornia.jpg,TM_60489,kornia,161,10938_27
glyph_crops_merged_by_tm/TM_60489/10938_153_cat8__kornia.jpg,TM_60489,kornia,8,10938_153
glyph_crops_merged_by_tm/TM_60489/10938_316_cat45__kornia.jpg,TM_60489,kornia,45,10938_316
glyph_crops_merged_by_tm/TM_60489/10938_240_cat150__kornia.jpg,TM_60489,kornia,150,10938_240
glyph_crops_merged_by_tm/TM_60489/10938_191_cat212__kornia.jpg,TM_60489,kornia,212,10938_191
glyph_crops_merged_by_tm/TM_60489/10938_5901_cat8__opencv.jpg,TM_60489,opencv,8,10938_5901
glyph_crops_merged_by_tm/TM_61236/6220_230_cat212__kornia.jpg,TM_61236,kornia,212,6220_230
glyph_crops_merged_by_tm/TM_61236/6220_166_cat23__kornia.jpg,TM_61236,kornia,23,6220_166
glyph_crops_merged_by_tm/TM_61236/6220_243_cat120__kornia.jpg,TM_61236,kornia,120,6220_243
glyph_crops_merged_by_tm/TM_61236/6220_37766_cat201__opencv.jpg,TM_61236,opencv,201,6220_37766
glyph_crops_merged_by_tm/TM_61236/6220_37716_cat33__opencv.jpg,TM_61236,opencv,33,6220_37716
glyph_crops_merged_by_tm/TM_61236/6220_216_cat8__kornia.jpg,TM_61236,kornia,8,6220_216
glyph_crops_merged_by_tm/TM_61236/6220_37874_cat107__opencv.jpg,TM_61236,opencv,107,6220_37874
glyph_crops_merged_by_tm/TM_61236/6220_120_cat8__kornia.jpg,TM_61236,kornia,8,6220_120
glyph_crops_merged_by_tm/TM_61236/6220_37721_cat23__opencv.jpg,TM_61236,opencv,23,6220_37721
glyph_crops_merged_by_tm/TM_61236/6220_37934_cat8__opencv.jpg,TM_61236,opencv,8,6220_37934
glyph_crops_merged_by_tm/TM_61236/6220_37878_cat23__opencv.jpg,TM_61236,opencv,23,6220_37878
glyph_crops_merged_by_tm/TM_61236/6220_150_cat7__kornia.jpg,TM_61236,kornia,7,6220_150
glyph_crops_merged_by_tm/TM_61236/6220_37796_cat8__opencv.jpg,TM_61236,opencv,8,6220_37796
glyph_crops_merged_by_tm/TM_61236/6220_263_cat212__kornia.jpg,TM_61236,kornia,212,6220_263
glyph_crops_merged_by_tm/TM_61236/6220_288_cat212__kornia.jpg,TM_61236,kornia,212,6220_288
glyph_crops_merged_by_tm/TM_61236/6220_38034_cat119__opencv.jpg,TM_61236,opencv,119,6220_38034
glyph_crops_merged_by_tm/TM_61236/6220_37923_cat150__opencv.jpg,TM_61236,opencv,150,6220_37923
glyph_crops_merged_by_tm/TM_61236/6220_37740_cat119__opencv.jpg,TM_61236,opencv,119,6220_37740
glyph_crops_merged_by_tm/TM_61236/6220_98_cat212__kornia.jpg,TM_61236,kornia,212,6220_98
glyph_crops_merged_by_tm/TM_61236/6220_146_cat77__kornia.jpg,TM_61236,kornia,77,6220_146
glyph_crops_merged_by_tm/TM_61236/6220_37730_cat225__opencv.jpg,TM_61236,opencv,225,6220_37730
glyph_crops_merged_by_tm/TM_61236/6220_37944_cat23__opencv.jpg,TM_61236,opencv,23,6220_37944
glyph_crops_merged_by_tm/TM_61236/6220_271_cat23__kornia.jpg,TM_61236,kornia,23,6220_271
glyph_crops_merged_by_tm/TM_61236/6220_37713_cat186__opencv.jpg,TM_61236,opencv,186,6220_37713
glyph_crops_merged_by_tm/TM_61236/6220_82_cat201__kornia.jpg,TM_61236,kornia,201,6220_82
glyph_crops_merged_by_tm/TM_61236/6220_75_cat59__kornia.jpg,TM_61236,kornia,59,6220_75
glyph_crops_merged_by_tm/TM_61236/6220_131_cat17__kornia.jpg,TM_61236,kornia,17,6220_131
glyph_crops_merged_by_tm/TM_61236/6220_231_cat201__kornia.jpg,TM_61236,kornia,201,6220_231
glyph_crops_merged_by_tm/TM_61236/6220_37976_cat201__opencv.jpg,TM_61236,opencv,201,6220_37976
glyph_crops_merged_by_tm/TM_61236/6220_59_cat161__kornia.jpg,TM_61236,kornia,161,6220_59
glyph_crops_merged_by_tm/TM_61236/6220_244_cat212__kornia.jpg,TM_61236,kornia,212,6220_244
glyph_crops_merged_by_tm/TM_61236/6220_217_cat59__kornia.jpg,TM_61236,kornia,59,6220_217
glyph_crops_merged_by_tm/TM_61236/6220_144_cat33__kornia.jpg,TM_61236,kornia,33,6220_144
glyph_crops_merged_by_tm/TM_61236/6220_85_cat186__kornia.jpg,TM_61236,kornia,186,6220_85
glyph_crops_merged_by_tm/TM_61236/6220_169_cat8__kornia.jpg,TM_61236,kornia,8,6220_169
glyph_crops_merged_by_tm/TM_61236/6220_233_cat186__kornia.jpg,TM_61236,kornia,186,6220_233
glyph_crops_merged_by_tm/TM_61236/6220_37762_cat212__opencv.jpg,TM_61236,opencv,212,6220_37762
glyph_crops_merged_by_tm/TM_61236/6220_38009_cat212__opencv.jpg,TM_61236,opencv,212,6220_38009
glyph_crops_merged_by_tm/TM_61236/6220_37900_cat186__opencv.jpg,TM_61236,opencv,186,6220_37900
glyph_crops_merged_by_tm/TM_61236/6220_111_cat177__kornia.jpg,TM_61236,kornia,177,6220_111
glyph_crops_merged_by_tm/TM_61236/6220_37861_cat33__opencv.jpg,TM_61236,opencv,33,6220_37861
glyph_crops_merged_by_tm/TM_61236/6220_83_cat100__kornia.jpg,TM_61236,kornia,100,6220_83
glyph_crops_merged_by_tm/TM_61236/6220_37800_cat100__opencv.jpg,TM_61236,opencv,100,6220_37800
glyph_crops_merged_by_tm/TM_61236/6220_37941_cat23__opencv.jpg,TM_61236,opencv,23,6220_37941
glyph_crops_merged_by_tm/TM_61236/6220_97_cat8__kornia.jpg,TM_61236,kornia,8,6220_97
glyph_crops_merged_by_tm/TM_61236/6220_37792_cat59__opencv.jpg,TM_61236,opencv,59,6220_37792
glyph_crops_merged_by_tm/TM_61236/6220_37788_cat119__opencv.jpg,TM_61236,opencv,119,6220_37788
glyph_crops_merged_by_tm/TM_61236/6220_37819_cat100__opencv.jpg,TM_61236,opencv,100,6220_37819
glyph_crops_merged_by_tm/TM_61236/6220_37767_cat100__opencv.jpg,TM_61236,opencv,100,6220_37767
glyph_crops_merged_by_tm/TM_61236/6220_163_cat23__kornia.jpg,TM_61236,kornia,23,6220_163
glyph_crops_merged_by_tm/TM_61236/6220_232_cat8__kornia.jpg,TM_61236,kornia,8,6220_232
glyph_crops_merged_by_tm/TM_61236/6220_37857_cat23__opencv.jpg,TM_61236,opencv,23,6220_37857
glyph_crops_merged_by_tm/TM_61236/6220_37996_cat225__opencv.jpg,TM_61236,opencv,225,6220_37996
glyph_crops_merged_by_tm/TM_61236/6220_297_cat23__kornia.jpg,TM_61236,kornia,23,6220_297
glyph_crops_merged_by_tm/TM_61236/6220_38056_cat201__opencv.jpg,TM_61236,opencv,201,6220_38056
glyph_crops_merged_by_tm/TM_61236/6220_37950_cat150__opencv.jpg,TM_61236,opencv,150,6220_37950
glyph_crops_merged_by_tm/TM_61236/6220_38055_cat9__opencv.jpg,TM_61236,opencv,9,6220_38055
glyph_crops_merged_by_tm/TM_61236/6220_38052_cat201__opencv.jpg,TM_61236,opencv,201,6220_38052
glyph_crops_merged_by_tm/TM_61236/6220_176_cat8__kornia.jpg,TM_61236,kornia,8,6220_176
glyph_crops_merged_by_tm/TM_61236/6220_153_cat23__kornia.jpg,TM_61236,kornia,23,6220_153
glyph_crops_merged_by_tm/TM_61236/6220_255_cat119__kornia.jpg,TM_61236,kornia,119,6220_255
glyph_crops_merged_by_tm/TM_61236/6220_38109_cat23__opencv.jpg,TM_61236,opencv,23,6220_38109
glyph_crops_merged_by_tm/TM_61236/6220_298_cat212__kornia.jpg,TM_61236,kornia,212,6220_298
glyph_crops_merged_by_tm/TM_61236/6220_160_cat14__kornia.jpg,TM_61236,kornia,14,6220_160
glyph_crops_merged_by_tm/TM_61236/6220_78_cat8__kornia.jpg,TM_61236,kornia,8,6220_78
glyph_crops_merged_by_tm/TM_61236/6220_38023_cat212__opencv.jpg,TM_61236,opencv,212,6220_38023
glyph_crops_merged_by_tm/TM_61236/6220_282_cat201__kornia.jpg,TM_61236,kornia,201,6220_282
glyph_crops_merged_by_tm/TM_61236/6220_247_cat212__kornia.jpg,TM_61236,kornia,212,6220_247
glyph_crops_merged_by_tm/TM_61236/6220_103_cat8__kornia.jpg,TM_61236,kornia,8,6220_103
glyph_crops_merged_by_tm/TM_61236/6220_167_cat100__kornia.jpg,TM_61236,kornia,100,6220_167
glyph_crops_merged_by_tm/TM_61236/6220_37803_cat119__opencv.jpg,TM_61236,opencv,119,6220_37803
glyph_crops_merged_by_tm/TM_61236/6220_279_cat59__kornia.jpg,TM_61236,kornia,59,6220_279
glyph_crops_merged_by_tm/TM_61236/6220_182_cat8__kornia.jpg,TM_61236,kornia,8,6220_182
glyph_crops_merged_by_tm/TM_61236/6220_37770_cat212__opencv.jpg,TM_61236,opencv,212,6220_37770
glyph_crops_merged_by_tm/TM_61236/6220_37825_cat8__opencv.jpg,TM_61236,opencv,8,6220_37825
glyph_crops_merged_by_tm/TM_61236/6220_37989_cat8__opencv.jpg,TM_61236,opencv,8,6220_37989
glyph_crops_merged_by_tm/TM_61236/6220_188_cat225__kornia.jpg,TM_61236,kornia,225,6220_188
glyph_crops_merged_by_tm/TM_61236/6220_262_cat201__kornia.jpg,TM_61236,kornia,201,6220_262
glyph_crops_merged_by_tm/TM_61236/6220_95_cat225__kornia.jpg,TM_61236,kornia,225,6220_95
glyph_crops_merged_by_tm/TM_61236/6220_67_cat59__kornia.jpg,TM_61236,kornia,59,6220_67
glyph_crops_merged_by_tm/TM_61236/6220_248_cat8__kornia.jpg,TM_61236,kornia,8,6220_248
glyph_crops_merged_by_tm/TM_61236/6220_265_cat14__kornia.jpg,TM_61236,kornia,14,6220_265
glyph_crops_merged_by_tm/TM_61236/6220_91_cat14__kornia.jpg,TM_61236,kornia,14,6220_91
glyph_crops_merged_by_tm/TM_61236/6220_37906_cat119__opencv.jpg,TM_61236,opencv,119,6220_37906
glyph_crops_merged_by_tm/TM_61236/6220_161_cat23__kornia.jpg,TM_61236,kornia,23,6220_161
glyph_crops_merged_by_tm/TM_61236/6220_270_cat201__kornia.jpg,TM_61236,kornia,201,6220_270
glyph_crops_merged_by_tm/TM_61236/6220_38011_cat8__opencv.jpg,TM_61236,opencv,8,6220_38011
glyph_crops_merged_by_tm/TM_61236/6220_37781_cat8__opencv.jpg,TM_61236,opencv,8,6220_37781
glyph_crops_merged_by_tm/TM_61236/6220_37728_cat8__opencv.jpg,TM_61236,opencv,8,6220_37728
glyph_crops_merged_by_tm/TM_61236/6220_37802_cat186__opencv.jpg,TM_61236,opencv,186,6220_37802
glyph_crops_merged_by_tm/TM_61236/6220_37902_cat161__opencv.jpg,TM_61236,opencv,161,6220_37902
glyph_crops_merged_by_tm/TM_61236/6220_117_cat100__kornia.jpg,TM_61236,kornia,100,6220_117
glyph_crops_merged_by_tm/TM_61236/6220_133_cat8__kornia.jpg,TM_61236,kornia,8,6220_133
glyph_crops_merged_by_tm/TM_61236/6220_38091_cat201__opencv.jpg,TM_61236,opencv,201,6220_38091
glyph_crops_merged_by_tm/TM_61236/6220_264_cat14__kornia.jpg,TM_61236,kornia,14,6220_264
glyph_crops_merged_by_tm/TM_61236/6220_37894_cat201__opencv.jpg,TM_61236,opencv,201,6220_37894
glyph_crops_merged_by_tm/TM_61236/6220_37755_cat100__opencv.jpg,TM_61236,opencv,100,6220_37755
glyph_crops_merged_by_tm/TM_61236/6220_37754_cat8__opencv.jpg,TM_61236,opencv,8,6220_37754
glyph_crops_merged_by_tm/TM_61236/6220_92_cat186__kornia.jpg,TM_61236,kornia,186,6220_92
glyph_crops_merged_by_tm/TM_61236/6220_38122_cat169__opencv.jpg,TM_61236,opencv,169,6220_38122
glyph_crops_merged_by_tm/TM_61236/6220_38036_cat212__opencv.jpg,TM_61236,opencv,212,6220_38036
glyph_crops_merged_by_tm/TM_61236/6220_21_cat120__kornia.jpg,TM_61236,kornia,120,6220_21
glyph_crops_merged_by_tm/TM_61236/6220_37909_cat107__opencv.jpg,TM_61236,opencv,107,6220_37909
glyph_crops_merged_by_tm/TM_61236/6220_37737_cat23__opencv.jpg,TM_61236,opencv,23,6220_37737
glyph_crops_merged_by_tm/TM_61236/6220_37932_cat100__opencv.jpg,TM_61236,opencv,100,6220_37932
glyph_crops_merged_by_tm/TM_61236/6220_12_cat59__kornia.jpg,TM_61236,kornia,59,6220_12
glyph_crops_merged_by_tm/TM_61236/6220_77_cat45__kornia.jpg,TM_61236,kornia,45,6220_77
glyph_crops_merged_by_tm/TM_61236/6220_207_cat150__kornia.jpg,TM_61236,kornia,150,6220_207
glyph_crops_merged_by_tm/TM_61236/6220_37772_cat177__opencv.jpg,TM_61236,opencv,177,6220_37772
glyph_crops_merged_by_tm/TM_61236/6220_70_cat107__kornia.jpg,TM_61236,kornia,107,6220_70
glyph_crops_merged_by_tm/TM_61236/6220_37847_cat201__opencv.jpg,TM_61236,opencv,201,6220_37847
glyph_crops_merged_by_tm/TM_61236/6220_37719_cat8__opencv.jpg,TM_61236,opencv,8,6220_37719
glyph_crops_merged_by_tm/TM_61236/6220_38124_cat225__opencv.jpg,TM_61236,opencv,225,6220_38124
glyph_crops_merged_by_tm/TM_61236/6220_253_cat120__kornia.jpg,TM_61236,kornia,120,6220_253
glyph_crops_merged_by_tm/TM_61236/6220_260_cat59__kornia.jpg,TM_61236,kornia,59,6220_260
glyph_crops_merged_by_tm/TM_61236/6220_110_cat23__kornia.jpg,TM_61236,kornia,23,6220_110
glyph_crops_merged_by_tm/TM_61236/6220_136_cat212__kornia.jpg,TM_61236,kornia,212,6220_136
glyph_crops_merged_by_tm/TM_61236/6220_106_cat14__kornia.jpg,TM_61236,kornia,14,6220_106
glyph_crops_merged_by_tm/TM_61236/6220_37806_cat212__opencv.jpg,TM_61236,opencv,212,6220_37806
glyph_crops_merged_by_tm/TM_61236/6220_35_cat14__kornia.jpg,TM_61236,kornia,14,6220_35
glyph_crops_merged_by_tm/TM_61236/6220_147_cat107__kornia.jpg,TM_61236,kornia,107,6220_147
glyph_crops_merged_by_tm/TM_61236/6220_37877_cat120__opencv.jpg,TM_61236,opencv,120,6220_37877
glyph_crops_merged_by_tm/TM_61236/6220_145_cat8__kornia.jpg,TM_61236,kornia,8,6220_145
glyph_crops_merged_by_tm/TM_61236/6220_37780_cat23__opencv.jpg,TM_61236,opencv,23,6220_37780
glyph_crops_merged_by_tm/TM_61236/6220_37817_cat212__opencv.jpg,TM_61236,opencv,212,6220_37817
glyph_crops_merged_by_tm/TM_61236/6220_37880_cat14__opencv.jpg,TM_61236,opencv,14,6220_37880
glyph_crops_merged_by_tm/TM_61236/6220_37849_cat150__opencv.jpg,TM_61236,opencv,150,6220_37849
glyph_crops_merged_by_tm/TM_61236/6220_38073_cat23__opencv.jpg,TM_61236,opencv,23,6220_38073
glyph_crops_merged_by_tm/TM_61236/6220_42_cat111__kornia.jpg,TM_61236,kornia,111,6220_42
glyph_crops_merged_by_tm/TM_61236/6220_66_cat8__kornia.jpg,TM_61236,kornia,8,6220_66
glyph_crops_merged_by_tm/TM_61236/6220_58_cat161__kornia.jpg,TM_61236,kornia,161,6220_58
glyph_crops_merged_by_tm/TM_61236/6220_37890_cat201__opencv.jpg,TM_61236,opencv,201,6220_37890
glyph_crops_merged_by_tm/TM_61236/6220_37761_cat201__opencv.jpg,TM_61236,opencv,201,6220_37761
glyph_crops_merged_by_tm/TM_61236/6220_38031_cat120__opencv.jpg,TM_61236,opencv,120,6220_38031
glyph_crops_merged_by_tm/TM_61236/6220_37768_cat23__opencv.jpg,TM_61236,opencv,23,6220_37768
glyph_crops_merged_by_tm/TM_61236/6220_277_cat23__kornia.jpg,TM_61236,kornia,23,6220_277
glyph_crops_merged_by_tm/TM_61236/6220_138_cat225__kornia.jpg,TM_61236,kornia,225,6220_138
glyph_crops_merged_by_tm/TM_61236/6220_37910_cat201__opencv.jpg,TM_61236,opencv,201,6220_37910
glyph_crops_merged_by_tm/TM_61236/6220_56_cat212__kornia.jpg,TM_61236,kornia,212,6220_56
glyph_crops_merged_by_tm/TM_61236/6220_38096_cat225__opencv.jpg,TM_61236,opencv,225,6220_38096
glyph_crops_merged_by_tm/TM_61236/6220_286_cat201__kornia.jpg,TM_61236,kornia,201,6220_286
glyph_crops_merged_by_tm/TM_61236/6220_37723_cat161__opencv.jpg,TM_61236,opencv,161,6220_37723
glyph_crops_merged_by_tm/TM_61236/6220_162_cat23__kornia.jpg,TM_61236,kornia,23,6220_162
glyph_crops_merged_by_tm/TM_61236/6220_37836_cat77__opencv.jpg,TM_61236,opencv,77,6220_37836
glyph_crops_merged_by_tm/TM_61236/6220_38001_cat8__opencv.jpg,TM_61236,opencv,8,6220_38001
glyph_crops_merged_by_tm/TM_61236/6220_86_cat119__kornia.jpg,TM_61236,kornia,119,6220_86
glyph_crops_merged_by_tm/TM_61236/6220_37917_cat161__opencv.jpg,TM_61236,opencv,161,6220_37917
glyph_crops_merged_by_tm/TM_61236/6220_143_cat111__kornia.jpg,TM_61236,kornia,111,6220_143
glyph_crops_merged_by_tm/TM_61236/6220_37872_cat8__opencv.jpg,TM_61236,opencv,8,6220_37872
glyph_crops_merged_by_tm/TM_61236/6220_37798_cat186__opencv.jpg,TM_61236,opencv,186,6220_37798
glyph_crops_merged_by_tm/TM_61236/6220_37778_cat225__opencv.jpg,TM_61236,opencv,225,6220_37778
glyph_crops_merged_by_tm/TM_61236/6220_38110_cat14__opencv.jpg,TM_61236,opencv,14,6220_38110
glyph_crops_merged_by_tm/TM_61236/6220_37915_cat119__opencv.jpg,TM_61236,opencv,119,6220_37915
glyph_crops_merged_by_tm/TM_61236/6220_37938_cat150__opencv.jpg,TM_61236,opencv,150,6220_37938
glyph_crops_merged_by_tm/TM_61236/6220_195_cat119__kornia.jpg,TM_61236,kornia,119,6220_195
glyph_crops_merged_by_tm/TM_61236/6220_61_cat23__kornia.jpg,TM_61236,kornia,23,6220_61
glyph_crops_merged_by_tm/TM_61236/6220_37823_cat14__opencv.jpg,TM_61236,opencv,14,6220_37823
glyph_crops_merged_by_tm/TM_61236/6220_37846_cat119__opencv.jpg,TM_61236,opencv,119,6220_37846
glyph_crops_merged_by_tm/TM_61236/6220_38035_cat186__opencv.jpg,TM_61236,opencv,186,6220_38035
glyph_crops_merged_by_tm/TM_61236/6220_38074_cat59__opencv.jpg,TM_61236,opencv,59,6220_38074
glyph_crops_merged_by_tm/TM_61236/6220_10_cat161__kornia.jpg,TM_61236,kornia,161,6220_10
glyph_crops_merged_by_tm/TM_61236/6220_37929_cat212__opencv.jpg,TM_61236,opencv,212,6220_37929
glyph_crops_merged_by_tm/TM_61236/6220_37830_cat177__opencv.jpg,TM_61236,opencv,177,6220_37830
glyph_crops_merged_by_tm/TM_61236/6220_129_cat150__kornia.jpg,TM_61236,kornia,150,6220_129
glyph_crops_merged_by_tm/TM_61236/6220_6_cat8__kornia.jpg,TM_61236,kornia,8,6220_6
glyph_crops_merged_by_tm/TM_61236/6220_235_cat161__kornia.jpg,TM_61236,kornia,161,6220_235
glyph_crops_merged_by_tm/TM_61236/6220_8_cat23__kornia.jpg,TM_61236,kornia,23,6220_8
glyph_crops_merged_by_tm/TM_61236/6220_258_cat100__kornia.jpg,TM_61236,kornia,100,6220_258
glyph_crops_merged_by_tm/TM_61236/6220_148_cat8__kornia.jpg,TM_61236,kornia,8,6220_148
glyph_crops_merged_by_tm/TM_61236/6220_212_cat23__kornia.jpg,TM_61236,kornia,23,6220_212
glyph_crops_merged_by_tm/TM_61236/6220_287_cat225__kornia.jpg,TM_61236,kornia,225,6220_287
glyph_crops_merged_by_tm/TM_61236/6220_37863_cat111__opencv.jpg,TM_61236,opencv,111,6220_37863
