path,tm_id,source,category_id,base_char_name
glyph_crops_merged_by_tm/TM_60306/4960_25326_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4962_26091_cat77__opencv.jpg,TM_60306,yolo,77,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_624_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4964_60_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4959_355_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_25738_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4965_155_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_189_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4965_169_cat9__kornia.jpg,TM_60306,yolo,9,alpha
glyph_crops_merged_by_tm/TM_60306/4958_103_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_70_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_25300_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4964_8_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4959_238_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_24663_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4961_12_cat111__kornia.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4964_27_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4959_375_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_25158_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4965_24053_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26608_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4958_81_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25700_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_26010_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_273_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_132_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_317_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_24959_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4963_24305_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_146_cat7__kornia.jpg,TM_60306,yolo,7,alpha
glyph_crops_merged_by_tm/TM_60306/4961_27389_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_26522_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_26149_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_26804_cat77__opencv.jpg,TM_60306,yolo,77,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_24532_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4958_26971_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_432_cat9__kornia.jpg,TM_60306,yolo,9,alpha
glyph_crops_merged_by_tm/TM_60306/4960_1064_cat111__kornia.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4961_27338_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_210_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_1043_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_399_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_83_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26877_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4959_274_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_128_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_204_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25336_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4963_24158_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_733_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_24878_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_24978_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4965_24021_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4958_55_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4964_27236_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_266_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4965_24071_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/2971_26270_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_26792_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4964_76_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_967_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25762_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/2971_74_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4958_27014_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_446_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25294_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4964_27208_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4963_24402_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_1147_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4965_186_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_26675_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_444_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_543_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_25666_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_968_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_549_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25070_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_25461_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4964_132_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4958_27018_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_78_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4964_27188_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_814_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4958_2_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4963_24378_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_392_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_155_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4965_110_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25283_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_24470_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4959_26841_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4958_27061_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4965_108_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4959_26667_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_26104_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_292_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4962_26083_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_25242_cat111__opencv.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4959_214_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4959_294_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4961_27309_cat111__opencv.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4964_120_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_24907_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_349_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4959_422_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_756_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_25466_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4962_205_cat177__kornia.jpg,TM_60306,yolo,177,eta
glyph_crops_merged_by_tm/TM_60306/4960_1103_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_1210_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4961_8_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4965_24094_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4958_22_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_24869_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_267_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_24883_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4962_36_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_24761_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_26537_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4965_24042_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_334_cat111__kornia.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4959_26544_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4961_27311_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25227_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4962_26000_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4959_239_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_1198_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_241_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4962_26013_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4963_24247_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_82_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_24587_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_72_cat111__kornia.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/2971_20_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25322_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4963_133_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25462_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_25022_cat77__opencv.jpg,TM_60306,yolo,77,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_697_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4965_24113_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_288_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_452_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_419_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_24686_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4963_197_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4962_25924_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/2971_118_cat177__kornia.jpg,TM_60306,yolo,177,eta
glyph_crops_merged_by_tm/TM_60306/4959_159_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_26450_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_25077_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_25651_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_25973_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_24804_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4963_91_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4965_189_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_44_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4965_23944_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_26847_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25524_cat177__opencv.jpg,TM_60306,yolo,177,eta
glyph_crops_merged_by_tm/TM_60306/4960_25338_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_25586_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_156_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4962_26175_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_1165_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_660_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4960_1104_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_25162_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_415_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4963_265_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4958_27033_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_24941_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4959_26500_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_25549_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_24788_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_26042_cat225__opencv.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4962_25964_cat9__opencv.jpg,TM_60306,yolo,9,alpha
glyph_crops_merged_by_tm/TM_60306/4960_1060_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4964_27283_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26690_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_1106_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_434_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4964_189_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4958_27004_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25463_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25057_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_387_cat177__kornia.jpg,TM_60306,yolo,177,eta
glyph_crops_merged_by_tm/TM_60306/4960_465_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4960_25403_cat7__opencv.jpg,TM_60306,yolo,7,alpha
glyph_crops_merged_by_tm/TM_60306/4958_30_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_706_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26793_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4961_53_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_25215_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4959_262_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_24670_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_26884_cat111__opencv.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4960_51_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_745_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4962_26163_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_476_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4965_67_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4963_104_cat7__kornia.jpg,TM_60306,yolo,7,alpha
glyph_crops_merged_by_tm/TM_60306/4964_27192_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26571_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4964_79_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4962_254_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4965_24009_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4961_27382_cat107__opencv.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4960_795_cat177__kornia.jpg,TM_60306,yolo,177,eta
glyph_crops_merged_by_tm/TM_60306/4959_26403_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_26151_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_6_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_230_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4965_63_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/2971_7_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_737_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4961_27388_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4959_7_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4962_26048_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4959_147_cat7__kornia.jpg,TM_60306,yolo,7,alpha
glyph_crops_merged_by_tm/TM_60306/4961_27_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_24830_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4960_766_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4964_27129_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4963_24326_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4958_32_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/2971_71_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_25974_cat77__opencv.jpg,TM_60306,yolo,77,epsilon
glyph_crops_merged_by_tm/TM_60306/4964_27092_cat111__opencv.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4963_181_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_26682_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_24659_cat9__opencv.jpg,TM_60306,yolo,9,alpha
glyph_crops_merged_by_tm/TM_60306/2971_26313_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4963_58_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4958_26986_cat169__opencv.jpg,TM_60306,yolo,169,eta
glyph_crops_merged_by_tm/TM_60306/4960_382_cat111__kornia.jpg,TM_60306,yolo,111,omicron
glyph_crops_merged_by_tm/TM_60306/4960_25062_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4963_20_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_534_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/2971_54_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_957_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4960_540_cat107__kornia.jpg,TM_60306,yolo,107,epsilon
glyph_crops_merged_by_tm/TM_60306/4963_24260_cat201__opencv.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4960_1188_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4960_138_cat100__kornia.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4960_1057_cat8__kornia.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4959_275_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4964_27172_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_705_cat119__kornia.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4963_24350_cat8__opencv.jpg,TM_60306,yolo,8,beta
glyph_crops_merged_by_tm/TM_60306/4960_24951_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4965_90_cat225__kornia.jpg,TM_60306,yolo,225,eta
glyph_crops_merged_by_tm/TM_60306/4958_26_cat23__kornia.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4962_26103_cat100__opencv.jpg,TM_60306,yolo,100,xi
glyph_crops_merged_by_tm/TM_60306/4962_11_cat201__kornia.jpg,TM_60306,yolo,201,upsilon
glyph_crops_merged_by_tm/TM_60306/4963_24445_cat23__opencv.jpg,TM_60306,yolo,23,iota
glyph_crops_merged_by_tm/TM_60306/4960_24677_cat119__opencv.jpg,TM_60306,yolo,119,lambda
glyph_crops_merged_by_tm/TM_60306/4959_26523_cat8__opencv.jpg,TM_60306,yolo,8,beta
